codigo,descricao
4.09.00000050527,ESTRADO POLIETIL AZUL 40X50x4,5
4.09.00000050528,ESTRADO POLIETIL 2,5x30x50
4.09.00000050529,BROCA VIDIA CONCRETO 19MM 3/4
4.09.00000050530,CHUMBADOR C/ PARAFUSO CBA 5/16X2.1/4
"4.09.00000050531,ALICATE DE PRESSAO CORRENTE 9"" SATA"
4.09.00000050532,MEDIDOR SULCO PNEU DIG 0-25MM ZAAS ROCAST PAQUIMETRO PROF
4.09.00000050533,JOGO DE SOQUETE ESTRIADO 3/4 22-50MM
4.09.00000050534,FERRAMENTA PARA TRAVAR CABINES SCANIA (SUPORTE)
4.09.00000050535,BROCA MULTIFUNCIONAL 8/120MM
4.09.00000050536,CAIXA DE FERRAMENTA 03 50X16X15
4.09.00000050537,CORDAO O RING 3.50MM
4.09.00000050538,PARAFUSO GN 25 PONTA AGULHA
4.09.00000050539,ALICATE PRENSA TERMINAL CRIMPAR
4.09.00000050540,JOGO DE FERRAMENTAS COM 110 PECAS
4.09.00000050541,PROFUDIMETRO P/ BANDA DE PNEU
4.09.00000050542,REGULADOR GAUSS GA 791
4.09.00000050543,ALAVANCA LISA REDONDA 1X1.8M
4.09.00000050544,PAQUIMETRO 150 MM QUAD 530-104 MITUTOYO
4.09.00000050545,MULTIMETRO DIGIT. FLUKE-107 AC/DC 600V CATIII
4.09.00000050546,TORQUIMETRO EST. 3/4 200-1000NM 44508/401
4.09.00000050547,COMPASSO EXTERNO 12
4.09.00000050548,COMPASSO EXTERNO 8
4.09.00000050549,JG CHAVE COMBINADA 6 A 32MM 15PÄS 102404MY
4.09.00000050550,CHAVE AJUSTAVEL CRV 10
4.09.00000050551,CHAVE DE GRIFO CRV 10
4.09.00000050552,CHAVE COMBINADA CRV 13/16
4.09.00000050553,JG CHAVE L HEXAGONAL LONGA 1.5 X 10MM CRV
4.09.00000050554,MARTELO BOLA 1000GR CABO FIBRA
4.09.00000050555,MARRETA BRONZE C/CABO FIBRA 3K
"4.09.00000050556,JG SOQUETE ESTRIADO 1/2"" 8-32 MM"
"4.09.00000050557,ALICATE CORTE DIAGONAL 6"" 41006/106"
4.09.00000050558,ESPATULA INOX CABO MADEIRA 2153 4 100MM
"4.09.00000050559,ALICATE ANEIS BICO INTERNO RETO 7""(19-60MM)"
4.09.00000050560,TALHADEIRA COM EMPUNHADEIRA 250X19
"4.09.00000050561,CHAVE PHILIPS 3/16X 4"""
"4.09.00000050562,CHAVE PHILIPS 1/4 X 4"""
"4.09.00000050563,CHAVE FENDA 1/4 X 4"""
"4.09.00000050564,CHAVE BOCA AJUSTAVEL 10"""
4.09.00000050565,JOGO CHAVE ALLEN (1.5 A 10 MM)  9  PEÄAS CURTA
4.09.00000050566,JOGO CHAVE BIELA 8-19 MM
"4.09.00000050567,ALICATE BICO RETO 6.1/2"" TIPO TELEFONE"
4.09.00000050568,JOGO CHAVE BIELA VAZADA 8 A17MM (6 PEÄAS)
4.09.00000050569,TORNO BANCADA 12 FIXO ACO NOD NR.12
4.09.00000050570,CARRO TRANSPORTADOR TAMBOR P/300KG 570 X 998 X 1313 TM-5
4.09.00000050571,CARRO ARMAZEM TUB P/200KG 55 X 69 X 125 TM-97
4.09.00000050572,CHAVE PHILLIPS 3/16X5
4.09.00000052589,PISTOLA DE GRAXA
4.09.00000054184,MAN‚METRO C/GLICERINA A 25 BAR
4.09.00000054185,MAN‚METRO C/GLICERINA 0 A 16 BAR
"4.09.00000054500,JG.TORX ""L"" ROBUST 061.750 430TXB-09PC"
4.09.00000054728,VALVULA DE CONTROLE DE OLEO DIG. 35L/MIN
4.09.00000054967,SOQUETE SEXTAVADO 3/4X21MM 32 CRV GEDORE
4.09.00000055248,PRENSADORA DE TERMINAL
4.09.00000057840,ESCADA ALUMINIO TREPADEIRA 14DEG-3,5M TR352 ALULEV 4 CORRIMAOS CAPAC.150KG
4.09.00000058056,CHAVE DE RODA DESFORCIMETRO 1 VELOCIDADE 64X P/ ONIBUS/ CAMINHOES 32/33MM
4.09.00000058082,VALVULA DE CONTROLE DE OLEO 5031NEW
4.09.0000005HP2P,COMPRESSOR AR AP TRIF 20PCM-200L CMAV-2C-PROF MOTOMIL MOTOR 5HP2P
4.09.00000062740,ALFABETO AÄO 6 MM PLK-40
4.09.00000062840,ALGARISMO AÄO 6 MM PLK-08
4.09.00000064504,MACACO CX TRANSMISS HID 750KG 4104 MARCON
4.09.00000064872,ESPATULA CHATA P/PNEU 10 44745/027
4.09.00000065326,MARRETA OIT C FIBRA CURTO 2KG 40721/004 - CABO MADEIRA
4.09.00000065333,MARRETA OIT C FIBRA CURTO 1KG
4.09.00000065348,MARRETA OIT CABO TUBULAR 5 KG 40509/010
4.09.00000065427,MARRETA OIT C FIBRA CURTO 2KG 40721/204
"4.09.00000065800,REDUÄ«O DE 3/4"" PARA 1/2"""
4.09.00000065851,MARTELO UNHA 34MM TRAMON 40370/034
"4.09.00000066115,SOQUETE ESTRIADO 1/2"" X 16MM"
4.09.00000066937,MICRO RET DREMEL 3000PR C/30 ACES 127V
4.09.00000067672,SOQUETE SEXT LONGO M (1/2 X 13MM) GEDORE REF.067672
4.09.00000068054,CH FENDA 3/8 X 12 TRAM/PRO
4.09.00000068070,SACA POLIA 2G DESLIZ TRAM 44025/018
4.09.00000069039,BOMBA SUBMERSIVEL PARA AGUA SUJA ZXW750A 220V
4.09.00000069988,CHAVE COMB C/CATRACA 19MM
4.09.0000007022T,BOMBA MANUAL 7022T TUBO TELESCOPICO 200 LITROS BOZZA
"4.09.00000070750,LIXADEIRA ROTO-ORBITAL 5"" 220V ? ELETRICA"
4.09.00000070848,CHAVE P/ FILTRO (25-150MM)
4.09.00000071272,ANEL DE VEDAÄ«O (COMPONENTE PRENSA DE PNEU)
4.09.00000071450,ANEL (COMPONENTE PRENSA DE PNEU)
4.09.00000071616,CHAVE COMB 1 7/16 GEDORE
4.09.00000071692,ANEL CONICO (COMPONENTE PRENSA DE PNEU)
4.09.00000072019,ANEL (COMPONENTE PRENSA DE PNEU)
"4.09.00000074900,CHAVE FENDA 1/4"" X 6"""
4.09.00000075908,RETIFICADORA DE SOLDA 420A ORIGO ARC 420 TRIF
4.09.00000076066,CHAVE PHILIPS GEDORE 3/16X6 REF: 7606-6
4.09.00000076090,CHAVE PHILIPS GEDORE 1/4 X 6
4.09.00000076149,VALVULA SEGURANÄA P/ COMPRESSOR LT 1/4 NPT VSS
4.09.00000076896,TESOURA MEC. CORTA CHAPA N3 1/8
4.09.00000076901,CHAVE FENDA GEDORE 3/16X6 REF: 7469-1
4.09.00000077064,CHAVE COMB. C/CATRACA 10MM
4.09.00000077065,CHAVE COMB C/CATRACA 11MM
4.09.00000077066,CHAVE COMB C/CATRACA 13MM
4.09.00000077067,CHAVE COMB C/CATRACA 14MM
4.09.00000077068,CHAVE COMB C/CATRACA 17MM
4.09.00000077081,REGULADOR DE PRESSAO ACETILENO MD 1.5 AC CONDOR
4.09.00000077094,VALV. SECA P/MAC VCF/VCFN-MG
4.09.00000077185,REGULADOR DE PRESSAO OXIGENIO MD 10 OX CONDOR
4.09.00000077190,VALV. SECA P/REG VCF/VCFN-RG
4.09.00000077192,VALV. SECA P/REG VCF/VCFN-RO
4.09.00000077196,VALV. SECA P/MAC VCF/VCFN-MO
4.09.00000077468,CHAVE COMB C/CATRACA 12MM
4.09.00000078712,COMPRESSOR ATG2 / ATG3 10 / 100 140LB 2HP PRESSURE
4.09.00000079452,JOGO DE CHAVES L TIPO TORX 5 PONTAS C/ GUIA REF: 50913 (CHAVES TS10-TS15-TS20-TS25-TS27-TS30-TS40-TS45-TS50)
4.09.00000079453,JOGO DE CHAVES L TIPO TORX 6 PONTAS C/ GUIA REF: YT0512 (CHAVES T10-T15-T20-T25-T27-T30-T40-T45-T50)
4.09.00000079921,MEDIDOR DE PRESS«O BOMBA ‡LEO MPO500 PLANA
4.09.00000080154,TORQUIMETRO ESTALO 150-750NM 3/4
"4.09.00000080786,MALETA P/FERR STANDART 16"""
4.09.00000081228,SACA POLIA UNIVERSAL
4.09.00000083232,ALICATE P/ ANEL TRAVA CAMB
4.09.00000083504,GRAMPO OU PRENSA TIPO C DE 4'' (STANLEY 83-504)
4.09.00000083508,GRAMPO OU PRENSA TIPO C DE 8'' (STANLEY 83-508)
4.09.00000085050,MARRETA 5 KG - SEM CABO
4.09.00000085444,ABRIDOR DE TAMBOR EM FERRO FUNDIDO
4.09.00000086416,GRAVADOR 290 110V
4.09.00000087031,MACACO HID T/GARRAFA 5T MT5
4.09.00000087085,MACACO HID T/GARRAF 25T MT25 BOVEN 25600
4.09.00000088084,PISTOLA PARA PINTURA DE ALTA PRESS«O COM CANECA EM ALUM÷NIO 1000
4.09.00000088242,CHAVE COMBINADA DE 46MM EM AÄO
4.09.00000088243,CHAVE DE BOCA 55MM
4.09.00000088244,CHAVE FIXA DE BOCA 75MM
4.09.00000088245,CHAVE FICA DE BOCA 46MM
4.09.00000088246,CHAVE ESTRELA - 32X36
4.09.00000088247,CHAVE FIXA DE BOCA 32MM
4.09.00000088482,REDUCAO 3/4 X 1/2 GEDORE
4.09.00000088541,MAQUINA DE LIMPEZA DE FILTRO DE AR, MARCA SENNAIND- MODELO SF 01
4.09.00000088822,MAN‚METRO HORIZONTAL 1/4 BSP 63 60KG 0-850PSI
4.09.00000088823,MAN‚METRO HORIZONTAL 1/4 BSP 63 25KG 0 350PSI
4.09.00000088824,MANOMETRO HORIZONTAL 1/4 BSP  63  10KG  0-150PSl
4.09.00000088848,CHAVE BOCA 38 X 42 MM 6E
4.09.00000088852,ESQUADRO ALUM÷NIO 12?
4.09.00000088949,BANCADA MULTIUSO DESM BM-T C/4 PORTAS MARCON REF.0088949/BM-T
4.09.00000088974,CHAVE SEXTAVADA DE 100MM
4.09.00000090001,MANOMETRO GLICERINADO 60 BAR/900PSI
4.09.00000090567,KIT DE ANEL ORING 419PÄ C/ESTOJO
4.09.00000090730,CHAVE RODA CRUZ 4 BOCAS 14
4.09.00000091004,CARRO PARA FERRAMENTAS GRAFITE/LAR FECHADO
4.09.00000093030,MACACO HIDRAULICO INDUSTRIAL TIPO UNHA 5TON REF: 93030 BOVENAL
4.09.00000095203,VARETA DE SOLDA AMARELA/LAT«O 1,60MM
4.09.00000095205,VARETA DE SOLDA AMARELA/LAT«O 2,40MM
4.09.00000095402,MACACO GARRAFA 30 TON.
4.09.00000095595,INJETOR DE ‡LEO
4.09.00000096321,CHAVE PARAFUSADEIRA DE IMPACTO
4.09.00000099541,TORQUIM ESTALO ENC 3/4 7 A 35KG 100550
4.09.00000099556,TORQUIMETRO ESTALO ENC 3/4 20 A 82KG
4.09.00000099629,PARAFUSADEIRA FURADEIRA GSR 7-14 E
4.09.00000099742,PC BICO DE CONTATO CURTO 1,2MM M6 PARA TOCHA TBI240 BLACK SERIES 
4.09.00000099743,GERADOR BD8000EF 220/110V
4.09.00000099982,BLOCOˇLEVANTAMENTOˇDEˇMASSAˇ55KG
4.09.00000099991,VENTOSA DUPLA P/50KG ALUMINIO
4.09.00000099999,BOMBA DE SUCÄ«O MANUAL
4.09.000000A3500,MANOMETRO GLICERINA 0 A 3500 PSI / 0 A 250 BAR
4.09.000000BS500,MESA HIDRAULICA PANTOGRAFICA BOVENAL ME 300
4.09.000000CH450,CHAVE PARA PORCA SKF COD: 450
4.09.000000CHL75,LIXADEIRA ORBITAL 6 POL. REF: CHIAPERINI 4.09.CHL75
4.09.000000CL20B,CARREGADOR DE BATERIAS CL20B OKEY
4.09.000000CL30B,CARREGADOR DE BATERIAS 18V-160C
4.09.000000CT100,CENTELHADOR PARA TESTE DE FA÷SCA EM CABOS DE VELA
4.09.000000ET095,ESPELHO TELESCOPIO ET095
4.09.000000F1469,CADEADO E-35 PADO HASTE LONGA
4.09.000000G3000,GUINCHO HIDRAULICO 3 TONELADAS RODAGEM DE FERRO G3000 BOVENAU
4.09.000000GM20T,MACACO HIDRAULICO TIPO GARRAFA 20 TONELADAS REF: MARCON 4.9.GM20T
4.09.000000K2350,LAVADORA DE ALTA PRESS«O
4.09.000000KRONA,ELETRODUTO PVC A.CHAMA C/R.H 3/4 X3M KRONA REF:4.09.KRONA
4.09.000000M0016,MACHO MANUAL M16 DIN 352
4.09.000000M2175,MACHO MANUAL M2 / 1,75MM
4.09.000000MATSU,KIT MONTAGEM E DESMONTAGEM PNEU CAMINH«O REF MATSU
"4.09.000000ME500,MOTO ESMERIL BAMBOZZI ME500 6"""
4.09.000000MORSA,MORSA
4.09.000000MR052,MACHO MANUAL M10 / 1,5 mm - 3 peáas
4.09.000000MR053,MACHO MANUAL M12 / 2,0 mm - 3 peáas
"4.09.000000SK79S,CHAVE DE IMPACTO PNEUMATICA DE 1"" COM EIXO ESTENDIDO 4.200Nm REF. SHALLPER-SK79/S"
4.09.000000TR101,ESCADA PLATAFORMA EM ALUMINIO 4 DEGRAUS TR-101
4.09.000000TR175,ESCADA  DURALUMINIO MOD. TREPADEIRA TR-175 C/6 DGS. MAIS PLATAFORMA
4.09.000000TR300,ESCADA  DURALUMINIO MOD. TREPADEIRA TR-300 C/11 DGS. MAIS PLATAFORMA ALUSTAR
4.09.000000TXT10,CHAVE L TIPO TORX COM GUIA 6 PONTAS - T10
4.09.000000TXT15,CHAVE L TIPO TORX COM GUIA 6 PONTAS - T15
4.09.000000TXT20,CHAVE L TIPO TORX COM GUIA 6 PONTAS - T20
4.09.000000TXT25,CHAVE L TIPO TORX COM GUIA 6 PONTAS - T25
4.09.000000TXT27,CHAVE L TIPO TORX COM GUIA 6 PONTAS - T27
4.09.000000TXT30,CHAVE L TIPO TORX COM GUIA 6 PONTAS - T30
4.09.000000TXT40,CHAVE L TIPO TORX COM GUIA 6 PONTAS - T40
4.09.000000TXT45,CHAVE L TIPO TORX COM GUIA 6 PONTAS - T45
4.09.000000TXT50,CHAVE L TIPO TORX COM GUIA 6 PONTAS - T50
4.09.00000100000,LANTERNA DE LED RECARREGAVEL REF. 1300mAH
4.09.00000100300,TORQUIMETRO ESTALO ENC 1/2 - 3 A 14KG
4.09.00000100521,MANIFOLD M?1.50 AUTOMATICO C/CONECTOR R134 R160
4.09.00000101272,ESTUFA PARA ELETRODO 50KG ECG50 220V
4.09.00000101357,GARRA NEGATIVA N-500A BRONZE CARBOG
4.09.00000101439,BOLSA LONA 550X400X200MM CG?445 CARBOG
4.09.00000102600,MACACO CX TRANSMISS HID 800KG RODA PU RAVEN
4.09.00000103005,ALICATE DA TRAVA DA HOMOCINêTICA
4.09.00000103032,EXT/PROL ELET PP 2PX1,5X20MT 1530 DANEVA 
4.09.00000103045,EXT/PROL ELET PP 3PX2,5X20MT 1700 DANEVA
4.09.00000109001,ESCADA EM FIBERGLASS - SINGELA REBITADA REF: 0109001
4.09.00000111153,CHAVE PHIlLIPS 6 X 200
4.09.00000113415,JG SOQUETE TORX 1/2 E10-E24 GEDORE TX19-E9 GEDORE
4.09.00000113524,JG CH ESTRIA 6-32 MM 12PCS
4.09.00000115121,TRIPE P/REFLETOR AJUSTAV SLP?TP1 SOLVER
4.09.00000115136,REFLETOR PORT RECARR 10W PRO SLP501 SOLV
4.09.00000117155,TORQUIMETRO ESTALO ENC 3/4 110-550NM
4.09.00000117157,MACACO GARRAFA HIDROPN 32 TON MCC-17032 
4.09.00000118724,VENTOSA DUPLA P/50KG ALUMINIO
4.09.00000120482,CARRINHO P/ BATERIA COM CABO RETRATIL COM DUAS RODAS MACIÄAS
4.09.00000121575,LAVADORA DE ALTA PRESS«O HD 12/15 S 7.5 CV TRIFASICA 2175IBS KARCHER
4.09.00000127516,REDUÄAO 1 X 3/4 2132 GEDORE  REF.127516
4.09.00000131154,CHAVE TORX T 55 PARA PARFUSO DO CABEÄOTE REF: RAVEN 131154
4.09.00000131156,FERRAMENTO P/ COMPRIMIR AS MOLAS DAS VALVULAS GM
4.09.00000131380,ROÄADEIRA PROFISSIONAL 50CC
4.09.00000131441,MACACO GARRAFA HIDROPN 25 TON MCO-17025
4.09.00000138138,CHAVE COMB 1 3/8 GEDORE
4.09.00000139210,MANG AR/AGUA 1/2 300PSI PRETA IBIRA
4.09.00000139466,MACACO HIDRAULICO RODAS DUPLAS 0,6TON 4112 C1065 L1085 A870 MARCON
4.09.00000139904,BROCA AR PAR 2.1
4.09.00000147262,FURADEIRA DE IMPACTO BOSCH GSB 13 RE
4.09.00000147309,FUR IMP 1/2 GSB13RE VVR 123D 220V BOSCH
4.09.00000147501,RETIFICA GGS27L 1215.012 110V - BOSCH COD.147501
4.09.00000148737,DISCO D FERRO 7X1/4X7/8
4.09.00000148780,DISCO C FERRO 7X1/8X7/8 2608600321
4.09.00000171018,CARREGADOR BATER 90AH/12V
4.09.00000171019,CARREGADOR BATER 150AH/12V/24V
4.09.00000175919,CARRINHO PARA TRANSPORTAR CILINDRO DE OXIGENIO / ACETILENO CAP. 2 CILINDROS G
4.09.00000178178,CHAVE COMB 1  7/8 GEDORE
"4.09.00000191116,SOQUETE SEXTAVADO DE 1/2"" DE 11/16"" - REF. GEDORE 19 - 11/16"""
"4.09.00000191316,SOQUETE SEXTAVADO DE 1/2"" DE 13/16"" - REF. GEDORE 19 - 13/16"""
"4.09.00000191516,SOQUETE SEXTAVADO DE 1/2"" DE 15/16"" - REF. GEDORE 19 - 15/16"""
"4.09.00000191932,SOQUETE SEXTAVADO DE 1/2"" DE 19/32"" - REF. GEDORE 19 - 19/32"""
"4.09.00000192532,SOQUETE SEXTAVADO DE 1/2"" DE 25/32"" - REF. GEDORE 19 - 25/32"""
"4.09.00000192932,SOQUETE SEXTAVADO DE 1/2"" DE 29/32"" - REF. GEDORE 19 - 29/32"""
4.09.000002000MM,CANETA PVC ABERTA HD-2P 30X030X2000MM HELFER: 4.09.2000MM
4.09.00000200144,CARRO SOLDA 2 CILIND GRANDE 600X250X1500
"4.09.00000200215,CHUMBADOR CBA 3/8""  X 110 C/ PRISIONEIRO 4.000 PC X 3.4"
4.09.00000202002,ADESIV P/COLAR PARABR 300ML SIKAFLEX 25
4.09.00000203572,MOTO ESMERIL 360W - 220V
4.09.00000206128,ALIC B M CAN RETO 6.1/2 VDE8132-160H
4.09.00000206336,MACHO MANUAL AR BSW 1 - 8F
4.09.00000206410,MACHO MANUAL AR M 24,0 - 3,0
4.09.00000206924,KIT DE ANEL ORING 382PÄS C/MALETA
4.09.00000207031,CHAVE DE IMP. PN 1POL LONGA - 320KGM C/ KIT PRO - 190
4.09.000002100SD,MEDIDOR DIGITAL P/ OLEO 2100S-D SAMOA
"4.09.00000219056,ALICATE PARA ANEL EXTERNO BICO CURVO 9"""
4.09.00000222263,CHAVE COMB   2 GEDORE
4.09.00000224255,CINTO P/CARPINTEIRO (ARRIATA)
"4.09.00000230035,CHAVE IMPACTOR PN 1"" LONGA 3388MM 97-559LA"
4.09.00000233452,LAVADORA HD 585 PROFI 220V 1600LB KARCHE
4.09.00000234005,LAV PRES 2400LB 5CV 220V TRIF WAP
4.09.00000235681,FRESADORA ERKAT MODELO ER50
4.09.00000251162,CARRO AJUD FECH 3G 65X41X85 C06 AZUL
4.09.00000257886,PROP PNEU GRAXA C/TAMP S/MAN 13020Z
4.09.00000257894,PROP PNEU GRAXA S/TAMP S/MAN 12020?SM?G4
4.09.00000260128,PAQUIMETRO UNIV 200MM
4.09.00000260135,PAQUIMETRO SERV PESAD 500MM
4.09.00000293041,EQUIPAMENTO P/ AUXILIAR NA MANUTENÄAO DO AR CONDICIONADO VEICULAR
4.09.00000300303,CH IMPAC PN ENC 1/2 317NM C/KUT AT-5004K
"4.09.00000308490,CHAVE DE IMPACTO  1""X 260 LONGA"
"4.09.00000308491,CHAVE SOQUETE IMPACTO ENC 3/4""X 33M LONGO"
4.09.00000308492,CHAVE IMPACTO BATERIA 3/4
4.09.00000333333,SOQUETE 33MM SEXTAVADO DE IMPACTO COM ENCAIXE DE 1 PO REF: 4.09.333333
4.09.00000345554,CHAVE DE VELA - 1/2 x 13/16
4.09.00000357921,ESTEIRA PARA MECANICO 2EM1
4.09.00000381316,SOQUETE ESTRIADO 3/8'' DE 13/16''
4.09.00000381932,SOQUETE ESTRIADO 3/8'' DE 19/32''
4.09.00000382532,SOQUETE ESTRIADO 3/8'' DE 25/32''
4.09.00000386880,VARREDEIRA S650
4.09.00000400288,FERRO SOLDA 100W 220V FSN0100
4.09.00000400417,MARTELO UNHA 27MM CABO FIBRA (CAPA DE BORRACHA)
4.09.00000400441,REBITADOR REFORCADO 4 PONTAS
4.09.00000400466,BROCA AR PARAL 338 21,0MM
4.09.00000400469,BROCA AR PARAL 338 23,0MM
4.09.00000400473,BROCA AR PARAL 338 24,0MM
4.09.00000400505,MACACO HIDRAULICO 10TON
4.09.00000400614,ESCALA AÄO INOX 1500MM
4.09.00000400828,ESCOVA MANUAL COM CABO 15X3 F.0,35
4.09.00000400991,JOGO DE BROCAS AR 1.0 - 13.0MM 25P 
4.09.00000400994,JOGO DE BROCAS REF COFERMETA.: 400994
"4.09.00000400KGF,MANOMETRO INDUSTRIAL 0-400KGF/6000PSI COM ROSCA DE 1/2"" REF. TECNO MM400KGF6KPSI"
4.09.00000401011,MOTO ESM BANC 1/2 360W 220V 3450RPM VOND
4.09.00000401217,TALHA MANUAL 0,5KG 3M
4.09.00000401306,BROCA AR PARAL 338 14,0MM
4.09.00000401308,BROCA AR PARAL 338 15,0MM
4.09.00000401310,BROCA AR PARAL 338 16,0MM
4.09.00000401312,BROCA AR PARAL 338 17,0MM
4.09.00000401313,BROCA AR PARAL 338 18,0MM
4.09.00000401314,BROCA AR PARAL 338 19,0MM
4.09.00000401315,BROCA AR PARAL 338 20,0MM
4.09.00000401316,BROCA AR PARAL 338 9/16
4.09.00000401317,BROCA AR PARAL 338 5/8
4.09.00000401318,BROCA AR PARAL 338 11/16
4.09.00000401319,BROCA AR PARAL 338 3/4
4.09.00000401320,BROCA AR PARAL 338 13/16
4.09.00000401600,BROCA AR PARAL 338 7/8
"4.09.00000401601,BROCA AR PARAL 338 1"""
4.09.00000401899,BROCA AR PARAL 338 22,0MM
4.09.00000402010,ALMOTOLIA DE GATILHO
4.09.00000402045,BOMBA PARA GRAXA
4.09.00000402090,BOMBA PARA OLEO
4.09.00000402531,BROCA AR PARAL 338 15/16
4.09.00000403019,CONECTOR P/ CABO 35A70MM 13MM
4.09.00000403095,FUNIL P/ USO GERAL GRANDE
"4.09.00000403908,CHAVE IMPACTO ENCAIXE 1/2"" 700NM CI120"
4.09.00000403909,CH IMPACTO PN 1/2 700NM CI120
"4.09.00000405119,CHAVE IMPACTO ENCAIXE 1"" LONGO 2500NM 6054"
4.09.00000407001,SUPORTE PARA LIXA 6 ROT/ORB 10.000RPM HYMAIR
4.09.00000407002,LIXADEIRA PNEUMATICA ROT/ORB C/ASP 6 LP-610
4.09.00000408475,CALIBRE ROSCA 52L 0,25?6 CR?052
4.09.00000410105,TORQUIMETRO DE ESTALO ENC. 9X12 - 5-50NM APROX. 4-37Lbf.pÇ - SAGA 36357 REF. 4101-05
4.09.00000410306,DESFORCIMETRO 5800NM C/SOQ 32?33MM
4.09.00000455040,TORQUIMETRO TORCOFIX 1/2 RAHSOL75-400NM4550-40
4.09.00000480141,ALAVANCA P/MEC 16 CROMO.V 406MM
4.09.00000500002,(USADO) BOMBA DE OLEO MANUAL
4.09.00000500003,LIMA ROTATIVA 6 X 18 6MM
4.09.00000500004,CHAVE MAGNETICA PARA MOTOR
4.09.00000500005,PISTOLA DE PINTURA ALFA 5
4.09.00000500006,(USADO) GUINCHO COLUNA TALHA ELETRICA 220V 3000KG
4.09.00000500007,CHAVE DE BASCULA - PN 1862466
4.09.00000500010,REGUA ESCALA ACO INOXIDAVEL 2000MM/80 KING TOOLS
4.09.00000500011,CHAVE TARRAXA 3/4 SAMA TOOLS
4.09.00000500012,CHAVE TARRAXA 1 RIDGID
4.09.00000500013,JOGO DE TARRACHA PARA TUBO GALVANIZADO
4.09.00000500014,VALVULA CORTA FOGO GASES VSCC-MG
4.09.00000500015,REBOLO DE LIXA PARA RETIFICA
4.09.00000500016,ALICATE BICO DE PAPAGAIO
4.09.00000500017,CABECA PARA MARRETA 5 KG
4.09.00000500018,JOGO DE SOQUETE SEXTAVADO LONGO DE 10MM A 19MM COM ENCAIXE DE 1/2
4.09.00000500019,SERRA COPO 17 MM = 11/16  HSS BI-METAL
4.09.00000500020,(USADO) MACACO  12 TONELADAS
4.09.00000500021,TALHA MANUAL 3 TONELADAS
4.09.00000500022,CANHAO DE AR COMPRIMIDO
4.09.00000500023,CHAVE BOCA DE BATER 1.1/2
4.09.00000500024,DESFORCIMENTRO 5500NM - NOLL
4.09.00000500025,CHAVE SOQUETE 1.5/16 X 3/4 ESTRIADO
4.09.00000500026,CHAVE CATRACA SIMPLES 3/4
4.09.00000500027,(USADO) ALICATE CADINHO SOLDA EXOTERMICA
4.09.00000500028,CUNHA DE ACO - PN F061583
4.09.00000500029,MACACO MECANICO FERROVIARIO M217 15 TONELADAS
4.09.00000500030,CABO DE FORÄA ARTICULADO 1/2.17
4.09.00000500031,LAMINA SERRA TICO-TICO T 118 G
4.09.00000500032,TORQUES DE ARMADOR
4.09.00000500033,CORTADOR  FILTRO OLEO
4.09.00000500034,EXTENSAO PARA CHAVE DE RODA
4.09.00000500035,CHAVE ESTRIA IMPACTO 1.5/16
4.09.00000500036,CHAVE DE FENDA 3/16X04 150MM - GEDORE
4.09.00000500037,ESTICADOR HIDRAULICO 10 TONELADAS
4.09.00000500038,TESOURA CORTAR VERGALHAO CA-50 18
4.09.00000500039,ESCADA MADEIRA EXTENSIVA 7,20M C/ SAPATA ANTIDERRAPANTE
4.09.00000500040,ALICATE VOLT / AMPERIMETRO DIGITAL ET-3200A MINIPA
4.09.00000500041,CHAVE DE IMPACTO 24MM
4.09.00000500042,BOMBA DE GRAXA MANUAL
4.09.00000500043,ESTICADOR DE CABO GO P/ CABO DE AÄO
4.09.00000500044,CHAVE DE IMPACTO 32MM
4.09.00000500045,CHAVE ESTRELA DE BATER 1.1/4
4.09.00000500046,CHAVE DE RODA 32X33MM
4.09.00000500047,MANOMETRO ARGONIO
4.09.00000500048,BOMBA MANUAL PARA GRAXA 500 GRAMAS - NOVE 54
4.09.00000500049,(USADO) LIXADEIRA ANGULAR 7
4.09.00000500050,(USADO) BOMBA MANUAL DE OLEO PARA TAMBORES 50 A 200 LITROS
4.09.00000500051,BROCA 8,5 MM
4.09.00000500052,CHAVE ESTRELA DE BATER 1.3/8
4.09.00000500053,CHAVE RODA 32 MM  PN 21045767
4.09.00000500054,CHAVE FIXA 41X46MM (BOCAXBOCA)
4.09.00000500055,CHAVE FIXA DE BATER 30MM
4.09.00000500056,CHAVE FIXA DE BATER 41 MM
4.09.00000500057,ALICATE PARA CORTAR 32MM
4.09.00000500058,ALICATE AMPERIMETRO DIGITA MINIPA PN ET3710 MINIPA
4.09.00000500059,TESOURA CORTA VERGALH«O 14
4.09.00000500060,KIT PRANCHA DESATOLAR VEICULOS
4.09.00000500061,CHAVE FIXA DE BATER 36MM
4.09.00000500062,CHAVE FIXA UMA BOCA 55MM -  894 GEDORE
4.09.00000500063,(USADO) FACAO P. VIRADA 26600/018 TRAMONT TRAMONTINA-ITZ-DVS
4.09.00000500064,SERRA COPO 114MM = 4.1/2  HSS BI-METAL
4.09.00000500065,SERRA COPO 14 MM = 9/16  HSS BI-METAL
4.09.00000500066,CHAVE FIXA UMA BOCA 60MM  - 894 GEDORE
4.09.00000500067,(USADO) ESPATULA CHATA 23
4.09.00000500068,PA DE BICO COM CABO DE MADEIRA
4.09.00000500069,NIVEL DE MAO
4.09.00000500070,CHAVE COMBINADA 1 13/16
4.09.00000500071,CHAVE COMBINADA 1 7/8
